Artwork Name,Creator,Total Images,Small Images,Percentage,Slug,Artwork ID
"Tension ring® round","Niessing",2,2,100%,"niessing-spannring","MnHq3gipaho0Iv07wn0fft"
"Fat Chain no. 1","Noon Passama",2,2,100%,"noon-passama-fat-chain-2","hEWOpVV05Nk2Wkv6vKsblr"
"Fat Chain no. 2","Noon Passama",2,2,100%,"noon-passama-fat-chain-2","hEWOpVV05Nk2Wkv6vKsbuZ"
"Twisted Chain no. 1","Noon Passama",2,2,100%,"noon-passama-fat-chain-1","hEWOpVV05Nk2Wkv6vKsbqD"
"Flowing water","Patrizia Bonati",2,2,100%,"patrizia-bonati-necklace-jewelry","hEWOpVV05Nk2Wkv6vKrvLX"
"Flows","Patrizia Bonati",2,2,100%,"patrizia-bonati-necklace-design-jewelry","hEWOpVV05Nk2Wkv6vKrvPt"
"Gloom","Patrizia Bonati",2,2,100%,"patrizia-bonati-rings-jewelry","hEWOpVV05Nk2Wkv6vKrvUF"
"Perfection–Imperfection","Patrizia Bonati",2,2,100%,"10-patrizia-bonati-necklace","hEWOpVV05Nk2Wkv6vKrvYb"
"Reflexes","Patrizia Bonati",2,2,100%,"patrizia-bonati-earrings-jewelry","5Nnn2PqcEKG4dqRP9jBfOU"
"Trace","Patrizia Bonati",2,2,100%,"13-patrizia-bonati-weddings-rings","hEWOpVV05Nk2Wkv6vKrvcx"
"Waiting for the sun","Patrizia Bonati",2,2,100%,"patrizia-bonati-necklace-waiting-for-the-sun-jewelry","hEWOpVV05Nk2Wkv6vKrvHB"
"a3","Patrizia Bonati",2,2,100%,"4-patrizia-bonati-brooche","hEWOpVV05Nk2Wkv6vKrv47"
"c1","Patrizia Bonati",2,2,100%,"6patrizia-bonati-brooche","hEWOpVV05Nk2Wkv6vKrvCp"
"f8","Patrizia Bonati",2,2,100%,"5-patrizia-bonati-ring","hEWOpVV05Nk2Wkv6vKrv8T"
"necklace-earring","Patrizia Bonati",2,2,100%,"patrizia-bonati-necklace-earring-jewelry","hEWOpVV05Nk2Wkv6vKrvlf"
"r2","Patrizia Bonati",2,2,100%,"2-patrizia-bonati-earring","5Nnn2PqcEKG4dqRP9jBfJq"
"Amphora","Pura Ferreiro",2,2,100%,"pura-ferreiro","5Nnn2PqcEKG4dqRP9jC4Gg"
"Biene","Pura Ferreiro",2,2,100%,"pura-ferreira-schmuckdesign-anhaenger-biene","5Nnn2PqcEKG4dqRP9jC4du"
"Buttercup","Pura Ferreiro",2,2,100%,"pura-ferreiro-buttercup-earrings","5Nnn2PqcEKG4dqRP9jC4wU"
"Daisy","Pura Ferreiro",2,2,100%,"pura-ferreiro-daisy","5Nnn2PqcEKG4dqRP9jC4rq"
"Elm tree","Pura Ferreiro",2,2,100%,"pura-ferreiro-ulmen-earrings","hEWOpVV05Nk2Wkv6vKs0pD"
"Eule","Pura Ferreiro",2,2,100%,"pura-ferreira-schmuckdesign-anhaenger-eule","5Nnn2PqcEKG4dqRP9jC4iY"
"Granulated ring","Pura Ferreiro",2,2,100%,"pura-ferreiro-bronzering","5Nnn2PqcEKG4dqRP9jC4nC"
"Konkav","Pura Ferreiro",2,2,100%,"pura-ferreira-schmuckdesign-doppelring-konkav","5Nnn2PqcEKG4dqRP9jC4Py"
"Konkav","Pura Ferreiro",2,2,100%,"pura-ferreiro-konkave-ohrringe","5Nnn2PqcEKG4dqRP9jC4Uc"
"Lampion pendant","Pura Ferreiro",2,2,100%,"pura-ferreiro-lampion-anhaenger","5Nnn2PqcEKG4dqRP9jC518"
"Lotus","Pura Ferreiro",2,2,100%,"pura-ferreiro-lotos-ohrschmuck","hEWOpVV05Nk2Wkv6vKs0tZ"
"Scarab","Pura Ferreiro",2,2,100%,"pura-ferreiro-kaefer","5Nnn2PqcEKG4dqRP9jC4LK"
"Sun & Moon","Pura Ferreiro",2,2,100%,"pura-ferreiro-sun-and-moon-ohrringe-blaetter","hEWOpVV05Nk2Wkv6vKs0xv"
"Sun & Moon","Pura Ferreiro",2,2,100%,"pura-ferreiro-sun-and-moon-ohrringe-kreise","hEWOpVV05Nk2Wkv6vKs12H"
"Triangle","Pura Ferreiro",2,2,100%,"pura-ferreiro-triangel-earrings","5Nnn2PqcEKG4dqRP9jC4ZG"
"Cuddle","Ria Lins",2,2,100%,"cuddle","MnHq3gipaho0Iv07wn0ArZ"
"Hope in one hand","Ria Lins",2,2,100%,"hope-in-one-hand","MnHq3gipaho0Iv07wn0AI0"
"Just a drop","Ria Lins",2,2,100%,"ria-lins-jewelry160225-020","MnHq3gipaho0Iv07wn0ACv"
"Meander","Ria Lins",2,2,100%,"ria-lins-schmuckkunst-meander","5Nnn2PqcEKG4dqRP9jCX74"
"Meander","Ria Lins",2,2,100%,"ria-lins-schmuckkunst-2meander","5Nnn2PqcEKG4dqRP9jCXBi"
"Meander","Ria Lins",2,2,100%,"ria-lins-schmuckkunst-3meander","5Nnn2PqcEKG4dqRP9jCXPe"
"Meander red","Ria Lins",2,2,100%,"ria-lins-jewelry160803-097","MnHq3gipaho0Iv07wn0A7q"
"Rock me Baby","Ria Lins",2,2,100%,"ria-lins-rock-me-baby-schmuckkunst","5Nnn2PqcEKG4dqRP9jCX2Q"
"Rock me Baby","Ria Lins",2,2,100%,"ria-lins-schmuckkunst-rock-me-baby","5Nnn2PqcEKG4dqRP9jCXYw"
"colours","Ria Lins",2,2,100%,"ria-lins-jewelry160803-066","5Nnn2PqcEKG4dqRP9jCXda"
"Dotaku","Ritsue Mishima",2,2,100%,"dotaku","MnHq3gipaho0Iv07wn0Vay"
"Eolo","Ritsue Mishima",2,2,100%,"eolo","MnHq3gipaho0Iv07wn0VqD"
"Nervatura","Ritsue Mishima",2,2,100%,"nervatura","5Nnn2PqcEKG4dqRP9jCieQ"
"Occhio","Ritsue Mishima",2,2,100%,"occhio-2015-h48-w455-kg29-bis-bearbeitet","MnHq3gipaho0Iv07wn0Vg3"
"Stella Polare","Ritsue Mishima",2,2,100%,"stella-polare-2015-h325-w285-kg185-bearbeitet","MnHq3gipaho0Iv07wn0VLj"
"Winter","Ritsue Mishima",2,2,100%,"winter-2015-h485-w39-kg288-bearbeitet","MnHq3gipaho0Iv07wn0VvI"
"EREMIT","Robert Korsikowski",2,2,100%,"robert-korsikowski-eremit","MnHq3gipaho0Iv07wn03yn"
"FLÜCHTER","Robert Korsikowski",2,2,100%,"robert-korsikowski-fluechter-2023","MnHq3gipaho0Iv07wn043s"
"INTERREGNUM","Robert Korsikowski",2,2,100%,"robert-korsikowski-interregnum","MnHq3gipaho0Iv07wn048x"
"KREUZ","Robert Korsikowski",2,2,100%,"robert-korsikowski-kreuz","MnHq3gipaho0Iv07wn04OC"
"Manufacturing process","Robert Korsikowski",2,2,100%,"robert-korsikowski-trichterzinkung-in-eichenholz","MnHq3gipaho0Iv07wn03ti"
"NEOBIONT","Robert Korsikowski",2,2,100%,"robert-korsikowski-neobiont","hEWOpVV05Nk2Wkv6vKsOZ9"
"RUTSCHE","Robert Korsikowski",2,2,100%,"robert-korsikowski-rutsche","MnHq3gipaho0Iv07wn04E2"
"Robert Korsikowski in his workshop","Robert Korsikowski",2,2,100%,"robert-korsikowski-werkstattansicht","MnHq3gipaho0Iv07wn03od"
"SAMMLER","Robert Korsikowski",2,2,100%,"robert-korsikowski-sammler","hEWOpVV05Nk2Wkv6vKsOhr"
"SIEDLER","Robert Korsikowski",2,2,100%,"robert-korsikowski-siedler","hEWOpVV05Nk2Wkv6vKsOdV"
"SPEER","Robert Korsikowski",2,2,100%,"robert-korsikowski-speer","hEWOpVV05Nk2Wkv6vKsOqZ"
"WANDLER","Robert Korsikowski",2,2,100%,"robert-korsikowski-wandler","hEWOpVV05Nk2Wkv6vKsOUn"
"WÄHLER","Robert Korsikowski",2,2,100%,"robert-korsikowski-waehler","MnHq3gipaho0Iv07wn04J7"
"Banda","Sabine Lintzen",2,2,100%,"15-sabine-lintzen-bandabright-art-aurea","5Nnn2PqcEKG4dqRP9jCZf0"
"Darm","Sarah Cossham",2,2,100%,"sarah-cossham-schmuckkunst-kette-darm-pink","5Nnn2PqcEKG4dqRP9jBnBa"
"Darm","Sarah Cossham",2,2,100%,"sarah-cossham-schmuckkunst-kette-darm","5Nnn2PqcEKG4dqRP9jBnGE"
"Darm","Sarah Cossham",2,2,100%,"sarah-cossham-schmuckkunst-brosche-darm","MnHq3gipaho0Iv07wmzcgw"
"Darm","Sarah Cossham",2,2,100%,"sarah-cossham-schmuckkunst-kette-necklace-darm","MnHq3gipaho0Iv07wmzcm1"
"Das Paar","Sarah Cossham",2,2,100%,"sarah-cossham-schmiedekunst-das-paar","5Nnn2PqcEKG4dqRP9jBo0g"
"Drei Brüder","Sarah Cossham",2,2,100%,"sarah-cossham-schmiedekunst-drei-brueder","5Nnn2PqcEKG4dqRP9jBnw2"
"Drei Schwestern","Sarah Cossham",2,2,100%,"sarah-cossham-schmiedekunst-drei-schwestern","5Nnn2PqcEKG4dqRP9jBnrO"
"Untitled","Sarah Cossham",2,2,100%,"sarah-cossham-schmiedekunst-becher-silber","5Nnn2PqcEKG4dqRP9jBo5K"
"Vessels","Sarah Cossham",2,2,100%,"sarah-cossham-schmiedekunst-gefaesse","5Nnn2PqcEKG4dqRP9jBnmk"
"Zeitzeugen","Sarah Cossham",2,2,100%,"sarah-cossham-schmuckkunst-zeitzeugen-brosche-natur","5Nnn2PqcEKG4dqRP9jBnKs"
"Zeitzeugen","Sarah Cossham",2,2,100%,"sarah-cossham-schmuckkunst-zeitzeugen-kette-gummi-rot","5Nnn2PqcEKG4dqRP9jBnPW"
"Zeitzeugen","Sarah Cossham",2,2,100%,"sarah-cossham-schmuckkunst-zeitzeugen-kette-gummi-natur","5Nnn2PqcEKG4dqRP9jBnUA"
"Zeitzeugen","Sarah Cossham",2,2,100%,"sarah-cossham-schmuckkunst-zeitzeugen-kette-handschuhe-blau","5Nnn2PqcEKG4dqRP9jBnYo"
"Zeitzeugen","Sarah Cossham",2,2,100%,"sarah-cossham-schmuckkunst-zeitzeugen-armreife","5Nnn2PqcEKG4dqRP9jBndS"
"Vessel","Si-Sook Kang",2,2,100%,"hwang-kang-gefaess2","5Nnn2PqcEKG4dqRP9jCHbW"
"8er","Sophia Epp",2,2,100%,"sophia-epp-kette-04","5Nnn2PqcEKG4dqRP9jC1e6"
"Circles","Sophia Epp",2,2,100%,"sophia-epp-halsschmuck","5Nnn2PqcEKG4dqRP9jC1LW"
"Lilly","Sophia Epp",2,2,100%,"sophie-epp-ohrschmuck-lilie","5Nnn2PqcEKG4dqRP9jC1ZS"
"Navette","Sophia Epp",2,2,100%,"sophia-epp-kette-und-ohrringe","5Nnn2PqcEKG4dqRP9jC1ik"
"Pendant and brooch","Sophia Epp",2,2,100%,"sophie-epp-anhaenger-brosche","5Nnn2PqcEKG4dqRP9jC1QA"
"Soap Bubbles","Sophia Epp",2,2,100%,"sophie-epp-halsschmuck-seifenblase","5Nnn2PqcEKG4dqRP9jC1Uo"
"Vierfachoval","Sophia Epp",2,2,100%,"sophia-epp-kette-03","5Nnn2PqcEKG4dqRP9jC1nO"
"Dodecagonal Oil Lamp, 2012","Sung Chul Kim",2,2,100%,"sung-chul-kim-dodecagonal-oil-lamp-white-porcelain-wheel-throwing-half-matt-glaze-1280-degrees-reduction-firing-polishing-9x2cm-2012","MnHq3gipaho0Iv07wn03ZO"
"Dodecagonal Oil Lamp, 2014","Sung Chul Kim",2,2,100%,"sung-chul-kim-dodecagonal-oil-lamp-white-porcelain-wheel-throwing-half-matt-glaze-1280-degrees-reduction-firing-10x5cm-2014","MnHq3gipaho0Iv07wn03eT"
"Moon","Sung Chul Kim",2,2,100%,"sung-chul-kim-moon-oil-lamp-white-porcelain-wheel-throwing-half-matt-glaze-1280-degrees-reduction-firing-17x2cm-2014","MnHq3gipaho0Iv07wn039z"
"Moon","Sung Chul Kim",2,2,100%,"moon-oil-lamp-lighted-sung-chul-kim","MnHq3gipaho0Iv07wn03F4"
"Oil Lamps, 2012","Sung Chul Kim",2,2,100%,"sung-chul-kim-oil-lamp-white-porcelain-wheel-throwing-half-matt-glaze-faceting-1280-degrees-reduction-firing-2012","MnHq3gipaho0Iv07wn03UJ"
"Oil Lamps, 2014","Sung Chul Kim",2,2,100%,"sung-chul-kim-oil-lamp-white-porcelain-wheel-throwing-half-matt-glaze-faceting-1280-degrees-reduction-firing-polishing-various-sizes-2","MnHq3gipaho0Iv07wn03PE"
"Oil Lamps, 2014","Sung Chul Kim",2,2,100%,"oil-lamp-white-porcelain-wheel-throwing-half-matt-glaze-faceting-1280-degrees-reduction-firing-polishing-various-sizes","MnHq3gipaho0Iv07wn03jY"
"White Stone","Sung Chul Kim",2,2,100%,"sung-chul-kim-white-stone-white-porcelain-wheel-throwing-half-matt-glaze-1280-degrees-reduction-firing-5x4cm-each-2014","MnHq3gipaho0Iv07wn03K9"
"Briza","Susanna Kuschek",2,2,100%,"briza","hEWOpVV05Nk2Wkv6vKsOuv"
"Discos","Susanna Kuschek",2,2,100%,"discos","hEWOpVV05Nk2Wkv6vKsPL3"
"Puntito","Susanna Kuschek",2,2,100%,"susanna-kuschek-puntito","hEWOpVV05Nk2Wkv6vKsPgp"
"Scir","Susanna Kuschek",2,2,100%,"scir","hEWOpVV05Nk2Wkv6vKsP7z"
"nn","Susanna Kuschek",2,2,100%,"nn","hEWOpVV05Nk2Wkv6vKsP3d"
"Brooch","Susanne Elstner",2,2,100%,"brosche-susanne-elstner-gold-holzkohle-schmuckdesign","5Nnn2PqcEKG4dqRP9jBxbG"
"Brosche","Susanne Elstner",2,2,100%,"susanne-elstner-brosche-holzkohle-silber-2","5Nnn2PqcEKG4dqRP9jBxpC"
"Crumble Kumpels","Susanne Elstner",2,2,100%,"susanne-elstner-nr-15-ringe-kumpels-silber","5Nnn2PqcEKG4dqRP9jByCQ"
"Crumble Kumpels","Susanne Elstner",2,2,100%,"susanne-elstner-nr-16-ringe-crumble-kumpel-silber-geschwaerzt-farbe","5Nnn2PqcEKG4dqRP9jByH4"
"Floating Bowls","Susanne Elstner",2,2,100%,"susanne-elstner-nr-12-brosche-floating-bowls-holzkohle-silber","5Nnn2PqcEKG4dqRP9jBxyU"
"Floating Bowls","Susanne Elstner",2,2,100%,"susanne-elstner-nr-13-brosche-floating-bowls-holzkohle-silber","5Nnn2PqcEKG4dqRP9jBy38"
"Floating Bowls","Susanne Elstner",2,2,100%,"susanne-elstner-nr-14-brosche-floating-bowls-holzkohle-silber","5Nnn2PqcEKG4dqRP9jBy7m"
"Necklace","Susanne Elstner",2,2,100%,"collier-susanne-elstner-silber-schmuckdesign","5Nnn2PqcEKG4dqRP9jBxRy"
"Necklace","Susanne Elstner",2,2,100%,"halsschmuck-susanne-elstner-gold-schmuckdesign","5Nnn2PqcEKG4dqRP9jBxWc"
"Spätholz","Susanne Elstner",2,2,100%,"susanne-elstner-nr-9-brosche-holzkohle-silber","5Nnn2PqcEKG4dqRP9jBxkY"
"Spätholz>/em> [Late wood] brooch","Susanne Elstner",2,2,100%,"susanne-elstner-nr-8-brosche-holzkohle-750-gold","5Nnn2PqcEKG4dqRP9jBxfu"
"Untitled","Susanne Elstner",2,2,100%,"susanne-elstner-ring-holzkohle-silber-2","5Nnn2PqcEKG4dqRP9jBxtq"
"gleicher Ursprung","Susanne Elstner",2,2,100%,"susanne-elstner-brosche-gleicher-ursprung","5Nnn2PqcEKG4dqRP9jBx9O"
"gleicher Ursprung","Susanne Elstner",2,2,100%,"susanne-elstner-brosche-gleicher-ursprung-bernstein","5Nnn2PqcEKG4dqRP9jBxE2"
"gleicher Ursprung","Susanne Elstner",2,2,100%,"susanne-elstner-bernstein-halsschmuck-gleicher-ursprung","5Nnn2PqcEKG4dqRP9jBxIg"
"gleicher Ursprung","Susanne Elstner",2,2,100%,"susanne-elstner-halsschmuck-gleicher-ursprung","5Nnn2PqcEKG4dqRP9jBxNK"
"Untitled","Thomas Bohle",2,2,100%,"thomas-bohle-gefaess","5Nnn2PqcEKG4dqRP9jBf5u"
"Untitled","Thomas Bohle",2,2,100%,"thomas-bohle-schale","5Nnn2PqcEKG4dqRP9jBfAY"
"Vessel","Thomas Bohle",2,2,100%,"thomas-bohle-doppelwandgefaess","5Nnn2PqcEKG4dqRP9jBfFC"
"Spirale","Ulla & Martin Kaufmann",2,2,100%,"ulla-martin-kaufmann-armband","5Nnn2PqcEKG4dqRP9jCKpG"
"Glanz und Glimmer","Ute Kathrin Beck",2,2,100%,"ute-kathrin-beck-keramikkunst","hEWOpVV05Nk2Wkv6vKrq4v"
"Glanz und Glimmer","Ute Kathrin Beck",2,2,100%,"ute-kathrin-beck-gefaess-paar-glanz-und-glimmer-serie-2018","hEWOpVV05Nk2Wkv6vKrq9H"
"Glanz und Glimmer","Ute Kathrin Beck",2,2,100%,"ute-beck-gefaess-glanz-und-glimmer-serie-2018","hEWOpVV05Nk2Wkv6vKrqDd"
"Grid vases","Ute Kathrin Beck",2,2,100%,"ute-kathrin-beck-gittervasenpaar-schwarz-2015","MnHq3gipaho0Iv07wmzUZx"
"Grid vessel, 2016","Ute Kathrin Beck",2,2,100%,"ute-kathrin-beck-gitterdose-2016","MnHq3gipaho0Iv07wmzUf2"
"Grid vessels, 2017","Ute Kathrin Beck",2,2,100%,"ute-beck-gittergefaesse-2017-porzellan-auf-metall-7x14x15-cm-und-13-x10x12-cm","MnHq3gipaho0Iv07wmzUk7"
"King","Ute Kathrin Beck",2,2,100%,"ute-beck-gefaess-glanz-und-glimmer-serie-2019","hEWOpVV05Nk2Wkv6vKrprr"
"König und Dame","Ute Kathrin Beck",2,2,100%,"glanz-und-glimmer-ute-kathrin-beck","hEWOpVV05Nk2Wkv6vKrq0Z"
"Sissi","Ute Kathrin Beck",2,2,100%,"ute-kathrin-beck-keramik-sissi-serie","MnHq3gipaho0Iv07wmzUUs"
"Sissi","Ute Kathrin Beck",2,2,100%,"sissi-ute-kathrin-beck-keramik","hEWOpVV05Nk2Wkv6vKrqHz"
"Sissi","Ute Kathrin Beck",2,2,100%,"ute-kathrin-beck-keramik-sissi","hEWOpVV05Nk2Wkv6vKrqML"
"Trophy I","Ute Kathrin Beck",2,2,100%,"ute-kathrin-beck-trophy-i-und-herzvase-susanne-mansen-2019","hEWOpVV05Nk2Wkv6vKrpwD"
"Ando","Burggraf Burggraf",2,2,100%,"burggrafburggraf-ando-graphitegrey","5Nnn2PqcEKG4dqRP9jBlAA"
"Cala","Burggraf Burggraf",2,2,100%,"burggrafburggraf-cala-graphitegrey","5Nnn2PqcEKG4dqRP9jBkiI"
"Cala","Burggraf Burggraf",2,2,100%,"burggrafburggraf-calauma-birchgrey","5Nnn2PqcEKG4dqRP9jBkmw"
"Cala","Burggraf Burggraf",2,2,100%,"burggrafburggraf-cala-navy-detail","5Nnn2PqcEKG4dqRP9jBkra"
"Cala","Burggraf Burggraf",2,2,100%,"burggrafburggraf-cala-lightgrey-detail","5Nnn2PqcEKG4dqRP9jBl0s"
"Como","Burggraf Burggraf",2,2,100%,"burggrafburggraf-como-black","5Nnn2PqcEKG4dqRP9jBkZ0"
"Como","Burggraf Burggraf",2,2,100%,"burggrafburggraf-como-birchgrey-detail","5Nnn2PqcEKG4dqRP9jBkwE"
"Eve","Burggraf Burggraf",2,2,100%,"burggrafburggraf-eve-birchgrey","5Nnn2PqcEKG4dqRP9jBlEo"
"Meta MIRUM","Burggraf Burggraf",2,2,100%,"burggrafburggraf-mirumedition-meta","5Nnn2PqcEKG4dqRP9jBkGQ"
"Reto","Burggraf Burggraf",2,2,100%,"burggrafburggraf-reto-clutch-graphitgrau","5Nnn2PqcEKG4dqRP9jBkPi"
"Reto","Burggraf Burggraf",2,2,100%,"burggrafburggraf-reto-lightgrey","5Nnn2PqcEKG4dqRP9jBkde"
"Reto","Burggraf Burggraf",2,2,100%,"burggrafburggraf-reto-black-open","5Nnn2PqcEKG4dqRP9jBl5W"
"Reto MIRUM","Burggraf Burggraf",2,2,100%,"burggrafburggraf-mirum-edition-reto","5Nnn2PqcEKG4dqRP9jBkBm"
"Ball vase","neyuQ ceramics",2,2,100%,"neyuq-ceramics-quyen-mac-kugelvase-85x11cm","MnHq3gipaho0Iv07wn0ewA"
"Black bowls","neyuQ ceramics",2,2,100%,"neyuq-ceramics-quyen-mac-schwarze-schalen-unbehandelt-8x185cm","MnHq3gipaho0Iv07wn0er5"
"Black vase","neyuQ ceramics",2,2,100%,"neyuq-ceramics-quyen-mac-schwarze-vase-10x65cm","MnHq3gipaho0Iv07wn0fQe"
"Blanks","neyuQ ceramics",2,2,100%,"neyuq-ceramics-quyen-mac-rohlinge-45x11cm","MnHq3gipaho0Iv07wn0fGU"
"Bowls with effect glaze","neyuQ ceramics",2,2,100%,"neyuq-ceramics-quyen-mac-schalen-mit-effektglasur-65x11cm","MnHq3gipaho0Iv07wn0fBP"
"Mug set, 9 x 9 cm","neyuQ ceramics",2,2,100%,"neyuq-ceramics-quyen-mac-becherset-9x9cm","MnHq3gipaho0Iv07wn0em0"
"Small bowl, crystal glaze","neyuQ ceramics",2,2,100%,"neyuq-ceramics-quyen-mac-kleine-schale-kristallglasur-45x16cm","MnHq3gipaho0Iv07wn0fLZ"
"Untitled","neyuQ ceramics",2,2,100%,"neyuq-ceramics-quyen-mac-schalen-dunkel-5x18cm","MnHq3gipaho0Iv07wn0f1F"
"Untitled","neyuQ ceramics",2,2,100%,"neyuq-ceramics-quyen-mac-schalen-hell-5x18cm-4","MnHq3gipaho0Iv07wn0f6K"